0.000000000000000000e+00 1.619288853709971096e-02 -4.506087761062781138e-02 -1.705401574753040439e-02 -7.466298717773420246e-03 -1.961347023181376961e-03 -7.384484460655887103e-04 3.923322703301557537e-03 2.349389492027261232e-04 -1.056773169163536044e-03
1.000000000000000056e-01 -9.097608035980406238e-02 5.921032813147546203e-02 1.479138344174184445e-02 1.791715089038848491e-02 -3.374854696312860197e-02 2.402190804635377652e-03 -9.681812936849115356e-03 -9.240494083495611605e-03 -1.003179182661420935e-02
2.000000000000000111e-01 -3.569979626117660010e-02 -7.807871773965364970e-03 -6.022735074777943454e-02 -2.796081497599004623e-02 -3.060351926067857511e-02 -1.721534512321185040e-02 -1.347835574183048335e-02 -1.303103111531587165e-02 -1.604819475099638834e-02
3.000000000000000444e-01 -1.201240049740573967e-01 -9.141350745717269355e-02 -7.359892788378480377e-03 -2.488574179376370002e-02 -1.310446378438651083e-02 -1.859856120547536892e-02 -1.599326678004882318e-02 -1.810935264292044475e-02 -1.953364839140354567e-02
4.000000000000000222e-01 -2.604905858330057722e-01 -3.321236508947608690e-02 5.063925528610950522e-03 -4.780320688965909726e-03 -4.222590221065493366e-02 -2.997776054803107798e-02 -1.760817083613716583e-02 -1.912055611653519158e-02 -2.257576116073996622e-02
5.000000000000000000e-01 -2.613640245410021601e-01 -1.088765145105100550e-02 -1.338067024008158731e-02 -2.304554532831048705e-02 -2.817566345178741313e-02 -2.568196994444216924e-02 -1.785421005611365422e-02 -1.823980097110262932e-02 -1.961798170498190580e-02
6.000000000000000888e-01 -1.056873917813904232e-02 -8.936328608971104426e-02 -3.169283831181554656e-02 -2.787100932521960339e-02 -2.991586105661819470e-02 -1.465588508164333663e-02 -1.417694345514015734e-02 -1.949733308926558661e-02 -1.526597519504399071e-02
7.000000000000000666e-01 -1.335011528529766456e-01 -1.682046392579288341e-01 3.419907295944471862e-03 -2.272742865276012464e-02 -3.305303913292130177e-03 -1.439757076412706560e-02 -9.058652564748904262e-03 -9.997714958883132177e-03 -1.258639275363902799e-02
8.000000000000000444e-01 9.581700080433672162e-02 6.266643921952474994e-02 -5.272209472773304456e-02 9.293631913059338320e-03 1.444065679787136236e-02 -1.732974613598776796e-03 -4.399629778172356800e-03 -3.656845615719685888e-03 -4.416227518738860026e-03
9.000000000000000222e-01 2.463478473551704642e-02 -5.729050923126591949e-02 -2.974044035755196019e-04 6.214578258117390425e-03 -7.605695021851207466e-03 1.426306805278206545e-02 9.032731396980128030e-03 7.383551210658271559e-03 3.472730606465516956e-03
1.000000000000000000e+00 1.769176617490790526e-02 -1.007543181244901706e-02 -2.530158601542598085e-02 1.151284116468716257e-02 2.565965560602927881e-02 2.628417335430206087e-02 1.241002774246202991e-02 1.226427420756092193e-02 1.517390375351507399e-02
1.100000000000000089e+00 5.907864700073148234e-02 -2.673525041404321845e-02 4.821245452386900554e-02 6.915535687335341852e-03 1.456908403303867894e-02 2.156728777864318214e-02 2.763843703254703632e-02 2.840357199679739361e-02 2.708003247090571067e-02
1.200000000000000178e+00 -1.383617451684766853e-02 7.235284984365586425e-02 3.450305693159918391e-02 4.316652388694475900e-02 3.197132739647980115e-02 4.129107728663135995e-02 3.979202066104125385e-02 3.888358860616317192e-02 4.274924410580025619e-02
1.300000000000000044e+00 1.483207121947706097e-01 9.450180147074289938e-02 1.111244920036761619e-01 8.346516391270833446e-02 6.495128472489083982e-02 6.071743367697947369e-02 5.647652515579580645e-02 5.288933529975990006e-02 5.511788486554077687e-02
1.400000000000000133e+00 9.778286366417213160e-03 1.215747840796148338e-01 1.022569917938823542e-01 9.717323491405402414e-02 8.469631209437374075e-02 6.856693977124327100e-02 7.319870456097596345e-02 7.195866601504090354e-02 7.030325928665219493e-02
1.500000000000000000e+00 2.296039131814956169e-01 -9.651523750785429012e-03 4.431730289718136678e-02 6.715279994911825534e-02 8.025859310896017729e-02 9.005272545922006489e-02 8.779653310970222946e-02 8.740809066428067986e-02 8.776818997380939069e-02
1.600000000000000089e+00 -1.820416619160464267e-03 1.454300921157022086e-01 8.875749791987548598e-02 9.272212360881801341e-02 9.488309726096175178e-02 9.887893918699409979e-02 1.019764509993094370e-01 1.002034541337623874e-01 1.017032139920720918e-01
1.700000000000000178e+00 3.213818753621598967e-01 4.514642224067906551e-02 1.064809084603815098e-01 9.992339281783993443e-02 1.078261521920239330e-01 1.177450115757387311e-01 1.147493888950624485e-01 1.156836919291345939e-01 1.159689196820512941e-01
1.800000000000000044e+00 1.488056955891081390e-01 1.540896225062146907e-01 1.356874374875311762e-01 1.276356928599632345e-01 1.362915639460101913e-01 1.261897368485615234e-01 1.329614215823964052e-01 1.306064010000764497e-01 1.323030813817857587e-01
1.900000000000000133e+00 3.789718158532554559e-01 1.248557992096374358e-01 1.899780090219266027e-01 1.519558987780555703e-01 1.637310127012688854e-01 1.522576407224890127e-01 1.419911274969395953e-01 1.452292546819589636e-01 1.458675786886268477e-01
2.000000000000000000e+00 2.218909162017004277e-01 2.539967890739766032e-01 1.504723582641614155e-01 1.635587891997070109e-01 1.616004635542940826e-01 1.567898632886009502e-01 1.595145385288876116e-01 1.629457996150444066e-01 1.606192027024001268e-01
2.100000000000000089e+00 5.875091436353867269e-02 1.013369573546262781e-01 1.625899264365316121e-01 1.603430171102613599e-01 1.715629367353652124e-01 1.782750736701242400e-01 1.729760788556695128e-01 1.726844771661717737e-01 1.726830073826159384e-01
